x1,x2,x3,target
3.745401188473625,0.516817211686077,0.16893506307216455,0
9.50714306409916,5.31354631568148,0.2785903390319586,0
7.319939418114051,5.406351216101065,0.17701048427674682,0
5.986584841970366,6.374299014982066,0.08870253375705561,0
1.5601864044243652,7.260913337226615,0.12063587110060081,0
1.5599452033620265,9.758520794625346,0.46077876803272577,0
0.5808361216819946,5.163003483011953,0.2063337184057925,0
8.661761457749352,3.2295647294124596,0.36426986104807546,0
6.011150117432088,7.9518619476870365,0.5034172708548569,0
7.080725777960454,2.708322512620742,0.6903948286293653,0
0.20584494295802447,4.389714207056361,0.039312139841098936,0
9.699098521619943,0.7845638134226596,0.7994103989090426,0
8.324426408004218,0.2535074341545751,0.6279003894909078,0
2.1233911067827616,9.626484146779251,0.08175903194887191,1
1.8182496720710062,8.359801205122059,0.8735786241067772,0
1.8340450985343382,6.95974206093698,0.9208724005318132,1
3.0424224295953772,4.089529444142698,0.06107795985486375,0
5.247564316322379,1.7329432007084578,0.2768776481472037,0
4.319450186421157,1.5643704267108605,0.8062012797930613,0
2.9122914019804194,2.502428981645953,0.7482596903836584,0
6.118528947223795,5.4922666470612045,0.18452101935637732,0
1.3949386065204183,7.145959227000623,0.2093493233367103,0
2.9214464853521815,6.601973767177313,0.370472102791382,0
3.663618432936917,2.7993389694594284,0.4845229851910213,0
4.56069984217036,9.54865280663194,0.618254771530296,0
7.851759613930136,7.378969166957685,0.3689136395697724,0
1.9967378215835974,5.543540525114007,0.4625347161331479,0
5.142344384136116,6.117207462343522,0.7474709381337565,0
5.924145688620425,4.196000624277899,0.0366832028905979,0
0.46450412719997725,2.4773098950115746,0.25243694434402075,0
6.075448519014383,3.559726786512616,0.7133495858845524,0
1.7052412368729153,7.578461104643691,0.8952068376871993,0
0.6505159298527952,0.14393488629755868,0.5116774421156661,0
9.488855372533333,1.1607264050691624,0.5321134852653157,0
9.656320330745594,0.4600264202175275,0.10717201133977605,0
8.08397348116461,0.40728802318970136,0.44741236682345464,1
3.0461376917337066,8.554605840110073,0.5326172664550232,0
0.9767211400638387,7.036578593800237,0.24247050363472966,0
6.842330265121569,4.741738290873252,0.26924323094938096,0
4.4015249373960135,0.9783416065100148,0.37728416310462265,0
1.2203823484477883,4.916158751168323,0.02007119777772637,0
4.951769101112702,4.734717707805657,0.3220791655831783,0
0.34388521115218396,1.7320186991001518,0.21144800699654465,0
9.093204020787821,4.33851649237973,0.32749735217791465,1
2.587799816000169,3.9850473439737346,0.11976213181925122,0
6.62522284353982,6.158500980522165,0.890527280739895,0
3.1171107608941098,6.350936508676438,0.5935924535540487,0
5.200680211778108,0.4530400977204452,0.6791023191444896,0
5.4671027934327965,3.746126146264712,0.7891712386073383,0
1.8485445552552704,6.258599157142363,0.4984421989290573,0
9.695846277645586,5.031362585800877,0.08692028808742369,1
7.7513282336111455,8.564898411883222,0.5371065418185478,0
9.394989415641891,6.58693631618945,0.5868411180208791,0
8.948273504276488,1.629344270814297,0.74543947418433,0
5.978999788110851,0.7056874740042984,0.4316595462296794,0
9.218742350231167,6.424192782063156,0.12758030279556376,0
0.884925020519195,0.26511310541621813,0.28377590579872447,0
1.959828624191452,5.8577558127346325,0.3630822963986351,0
0.45227288910538066,9.402302414249576,0.6459172413316012,0
3.2533033076326436,5.75474177875879,0.5707783046689119,0
3.8867728968948203,3.881699262065219,0.35609672589784624,0
2.713490317738959,6.432882184423532,0.9865152487929797,0
8.287375091519294,4.582528904915167,0.6057748193568872,0
3.567533266935893,5.45616789315935,0.23722679173599448,0
2.8093450968738076,9.41464808776525,0.10178247262040374,0
5.426960831582485,3.8610263780077423,0.15285913918433203,0
1.4092422497476265,9.611905638239142,0.24595772838450813,1
8.021969807540398,9.053506419560637,0.16068137325955567,1
0.7455064367977082,1.9579113478929644,0.18656702405130576,0
9.868869366005173,0.6936130087516545,0.2850951686938471,0
7.722447692966574,1.0077800137742665,0.17337359529475482,0
1.987156815341724,0.18221825651549728,0.8967654246264252,0
0.05522117123602399,0.944429607559284,0.08023374566164221,0
8.154614284548341,6.830067734163569,0.5245113895702547,1
7.068573438476172,0.7118864846022899,0.4103968269896615,0
7.2900716804098735,3.189756302937613,0.9823786169086064,0
7.712703466859457,8.448753109694545,0.11203890216805235,1
0.7404465173409036,0.23271935735825866,0.39785559904574164,0
3.5846572854427263,8.144684825889358,0.9694704332753689,0
1.1586905952512971,2.8185477477339993,0.8655071258939803,0
8.631034258755935,1.1816482762165625,0.8170720709492799,0
6.232981268275579,6.967371653641506,0.25790282704493983,0
3.308980248526492,6.28942846779884,0.17088758739006582,0
0.6355835028602363,8.77472013527053,0.668643219924431,0
3.109823217156622,7.350710438038858,0.9293759891275858,0
3.2518332202674705,8.034809303848485,0.5567628930139298,0
7.29606178338064,2.820345725713065,0.5716126894698998,0
6.3755747135521315,1.7743954377972282,0.2799790936602842,0
8.872127425763265,7.506147516408584,0.7694929331919369,1
4.722149251619493,8.06834739267264,0.18704374855752337,0
1.195942459383017,9.905051420006734,0.3236792364042437,0
7.13244787222995,4.126176769114265,0.4254364386164168,0
7.607850486168974,3.720180857927832,0.507610378684455,0
5.612771975694963,7.764129607419968,0.24240973241508024,0
7.70967179954561,3.4080354025301784,0.11483682473920354,0
4.937955963643907,9.307573256035647,0.6106200424416326,0
5.227328293819941,8.584127518430119,0.28863055324025577,0
4.275410183585496,4.289940273750183,0.5812382214226123,0
0.2541912674409519,7.508710677914974,0.1543627152742023,0
1.0789142699330445,7.545428740846823,0.4811401018548175,0
0.3142918568673425,1.031238688359326,0.5325894325515859,0
6.364104112637804,9.025529066795666,0.05182353682242691,1
3.143559810763267,5.052523724478571,0.3366042781939206,0
5.085706911647028,8.264574661077416,0.13441467693897424,0
9.07566473926093,3.2004960103061175,0.06337497047276774,0
2.4929222914887497,8.955232284962005,0.9899602323899452,0
4.103829230356297,3.892016787341631,0.32235384497472297,0
7.555511385430487,0.1083765148029836,0.8098744458546349,0
2.2879816549162246,9.053819764192637,0.25464065476376385,0
0.7697990982879299,0.9128667678613356,0.6815027222239293,0
2.8975145291376805,3.1931363759041487,0.7602278598896866,0
1.6122128725400442,9.50061967050805,0.5956387406078443,0
9.29697652342573,9.506071469375561,0.47157618855015837,1
8.08120379564417,5.734378881232861,0.41184091414726853,0
6.334037565104235,6.318372121697992,0.3488682665429953,0
8.714605901877178,4.4844552197831975,0.9295291442478258,0
8.036720768991145,2.9321077169806453,0.8306194077877291,0
